gene_id,f1.expected_count,f2.expected_count,f3.expected_count,f4.expected_count,f5.expected_count,f6.expected_count
ENSDARG00000115038,5,5.62,3.52,10,7,8.21
ENSDARG00000115041,0.56,3.81,1.41,5,8.51,6
ENSDARG00000115042,0,0,0,0,0,0
ENSDARG00000115044,0,0,0,0,0,0
ENSDARG00000115046,0,1,0,0,0,0
ENSDARG00000115047,7.5,0,4.5,10,3.5,5.45
ENSDARG00000115048,0,0,0,0,0,0
ENSDARG00000115049,0,0,0,0,0,0
ENSDARG00000115052,0,0,0,0,0,0
ENSDARG00000115053,0,0,0,0,0,0
ENSDARG00000115054,0,0,0,0,0,2
ENSDARG00000115056,0,0,2,0,0,0
ENSDARG00000115059,0,0,0,0,0,0
ENSDARG00000115066,0,0,0,0,0,0
ENSDARG00000115069,0,0,0,0,0,0
ENSDARG00000115070,3,4,3,2,0,2
ENSDARG00000115071,0,0,0,0,0,0
ENSDARG00000115079,0,0,0.01,0,0,0
ENSDARG00000115080,0,0,0,0,0,0
ENSDARG00000115081,0,0,0,0,0,0
ENSDARG00000115082,89,112,83,106,82,111
ENSDARG00000115088,0,0,0,0,0.5,0
ENSDARG00000115092,0,0,0,0,0,0
ENSDARG00000115094,37,46,26,46,46,54
ENSDARG00000115096,3.34,1.5,8.16,7.18,8.55,5.45
ENSDARG00000115101,54,52,38,70,35,56
ENSDARG00000115102,0,0,0,0,0,0
ENSDARG00000115104,0,0,0,0,0,0
ENSDARG00000115106,1.78,2.47,1.55,4.03,0,0
ENSDARG00000115107,0,0,0,0,0,0
ENSDARG00000115108,26.68,43.44,27.66,45.79,51.01,46.41
ENSDARG00000115113,0,0,0,0,0,0
ENSDARG00000115114,0,0,0,0,0,0
ENSDARG00000115120,0,7.86,0,1.34,2.83,8.79
ENSDARG00000115122,0,0,0,0,0,0
ENSDARG00000115123,0,0,0,0,0,0
ENSDARG00000115127,0,0,0,0,0,0
ENSDARG00000115129,28,18,18,19,15,19
ENSDARG00000115131,0,0,0,0,0,0
ENSDARG00000115134,0,0,0,0,0,0
ENSDARG00000115136,0,0,0,0,0,0
ENSDARG00000115138,0,0,0,0,0,0
ENSDARG00000115139,0,0,0,0,0,0
ENSDARG00000115142,0,0,0,0,0,0
ENSDARG00000115144,0,2,0,1,2,1
ENSDARG00000115145,0,0,0,0,0,0
ENSDARG00000115153,0,5.41,1.19,4.3,2.69,3.76
ENSDARG00000115154,0,0,0,0,0,0
ENSDARG00000115155,0,0,0,0,0,0
ENSDARG00000115156,0,0,0,0,0,0
ENSDARG00000115164,0,0,0,0,0,0
ENSDARG00000115166,0,0,0,0,0,0
ENSDARG00000115168,0,0,0,0,0,0
ENSDARG00000115172,0,0,0,0,0,0
ENSDARG00000115173,0,0,0,0,0,0
ENSDARG00000115174,102,104,79,116,124,117
ENSDARG00000115177,0,0,0,0,0,0
ENSDARG00000115178,1,4,2,3,1,1
ENSDARG00000115184,0,0,0,0,0,0
ENSDARG00000115186,1,2,0.5,3,6,2.5
ENSDARG00000115189,17,22,10,14,21,21
ENSDARG00000115190,0,0,0,0,0,0
ENSDARG00000115192,0,0,0,0,0,0
ENSDARG00000115195,1,3,4,4,8,6
ENSDARG00000115199,42,33,25,21,32,27
ENSDARG00000115200,0,0,0,0,0,0
ENSDARG00000115201,0,0,0,0,0,0
ENSDARG00000115204,48.17,37.28,17.32,64.37,178,46.4
ENSDARG00000115205,0,1.92,0,4.25,2,3.12
ENSDARG00000115208,0,0,0,0,0,0
ENSDARG00000115209,0,0,0,0,0,0
ENSDARG00000115210,0,0,0,0,0,0
ENSDARG00000115212,0,0,0,0,0,0
ENSDARG00000115215,0,0,0,0,0,0
ENSDARG00000115217,0,0,0,0,0,0
ENSDARG00000115220,32,40,32,50,36,32
ENSDARG00000115222,604,683.43,568.25,849,722,710.24
ENSDARG00000115223,0,0,0,0,0,0
ENSDARG00000115225,0,0,0,0,0,0
ENSDARG00000115234,29.25,45.89,26.69,36.19,26.9,26.92
ENSDARG00000115238,0,0,0,1,0,0
ENSDARG00000115241,0,0,0,0,0,0
ENSDARG00000115243,0,0,0,0,0,0
ENSDARG00000115246,0,0,0,0,0,0
ENSDARG00000115248,32,46,25,44,54,47
ENSDARG00000115249,0,0,0,0,0,0
ENSDARG00000115251,0,0,0,0,0,0
ENSDARG00000115256,0,3.34,0,0,0,0
ENSDARG00000115257,0,0,1.01,0,1.02,0
ENSDARG00000115258,0,0,0,0,0,0
ENSDARG00000115261,0,0,0,0,0,0
ENSDARG00000115262,5,5,1,4,5,6
ENSDARG00000115263,0,0,0,0,0,1
ENSDARG00000115264,0,0,0,0,0,0
ENSDARG00000115266,303.41,324.63,235.55,386.97,317.22,373.82
ENSDARG00000115267,0,0,0,0,0,0
ENSDARG00000115268,0,1,0,0,1,0
ENSDARG00000115271,27135,24856,18821,29552,33125,28292
ENSDARG00000115277,0,0,1,0,1.04,1.1
ENSDARG00000115278,0,0,0,0,0,0
ENSDARG00000115281,3,3,4,2,1,9
ENSDARG00000115282,341,403,271,433,370,381
ENSDARG00000115284,1,1,3,4,0,2
ENSDARG00000115286,0,0,0,0,0,0
ENSDARG00000115287,0,0,0,0,0,0
ENSDARG00000115288,0,1,0,1,0,0
ENSDARG00000115291,10.53,3.69,0,0,8.8,3.57
ENSDARG00000115293,0,0,0,0,0,0
ENSDARG00000115296,0,0,0,0,0,0
ENSDARG00000115298,0,0.03,0,0,0,0
ENSDARG00000115299,24.34,25.83,23.65,39.5,33.81,35.36
ENSDARG00000115301,407,547,393,681,427,557
ENSDARG00000115302,0,0,0,0,0,0
ENSDARG00000115307,0,0,0,0,0,0
ENSDARG00000115311,0,0,0,0,0,0.8
ENSDARG00000115312,0,0,0,0,0,0
ENSDARG00000115315,2,1,2,4,1,2
ENSDARG00000115316,0,0,0,0,0,0
ENSDARG00000115317,0,0,0,0,0,0
ENSDARG00000115323,0,0,0,0,0,0
ENSDARG00000115326,9.02,8,14,12.14,8,12.13
ENSDARG00000115329,0,0,0,0,0,0
ENSDARG00000115333,0,0,0,0,0,0
ENSDARG00000115335,318,361,281,499,286,446
ENSDARG00000115338,0,0,0,0,0,0
ENSDARG00000115340,0,0,0,0,0,0
ENSDARG00000115344,6.35,0,4.5,0,5,2.86
ENSDARG00000115347,0,0,0,0,0,0
ENSDARG00000115349,285,361.87,242.82,408.79,201.67,358.8
ENSDARG00000115354,0,0,0,0,0,0
ENSDARG00000115357,0,0,0,0,0,0
ENSDARG00000115359,1,4,0,0,1,1
ENSDARG00000115365,0,0,0,0,0,0
ENSDARG00000115366,0,0,0,0,0,0
ENSDARG00000115369,0,0,0,0,0,0
ENSDARG00000115371,0,1,0,1,0,0
ENSDARG00000115374,0,0,0,0,0,0
ENSDARG00000115376,0,0,0,0,0,0
ENSDARG00000115377,0,0,0,0.02,0.21,0
ENSDARG00000115379,0,0,0,0,0,0
ENSDARG00000115383,820,1014,733,1161,692,1071
ENSDARG00000115384,0,0.03,0,0,0,0
ENSDARG00000115386,0,0,0,0,0,0
ENSDARG00000115389,0,0,0,0,0,0
ENSDARG00000115391,0,0,0,0,0,0
ENSDARG00000115392,0,0,0,0,0,0
ENSDARG00000115393,0,0,0,0,0,0
ENSDARG00000115394,0,0,0,0,0,0
ENSDARG00000115398,0,0,0,0,0,0
ENSDARG00000115405,3730.41,3622.39,3389.08,5754.46,6366.1,4137.47
ENSDARG00000115410,8.89,17.37,0,11.63,2.66,13.85
ENSDARG00000115412,0,0,0,0,0,0
ENSDARG00000115414,0,0,0,0,0,0
ENSDARG00000115416,2.4,0,2.59,0,2.77,1.1
ENSDARG00000115418,0,0,0,0,0,0
ENSDARG00000115420,0,0,0,0,0,0
ENSDARG00000115421,412,429,343,475,485,453
ENSDARG00000115424,10,21,9,17,8,17
ENSDARG00000115425,53.69,44.93,31.11,61.35,45.92,36.65
ENSDARG00000115426,8.67,1.64,3.35,5.68,5.74,4.3
ENSDARG00000115428,108,130,77,136,118,137
ENSDARG00000115429,0,0,0,0,0,0
ENSDARG00000115434,0,0,0,0,0,0
ENSDARG00000115435,2,3,0,1,1,3
ENSDARG00000115438,0,0,0,0,0,0
ENSDARG00000115439,0,0,0,0,0,0
ENSDARG00000115441,0,0,0,0,0.5,1
ENSDARG00000115442,0,0,0,0,0,0
ENSDARG00000115443,0,0,0,0,0,0
ENSDARG00000115445,0,0,0,0,0,0
ENSDARG00000115447,0,0,0,0,0,0
ENSDARG00000115448,0,0,0,0,0,0
ENSDARG00000115455,0,0,0,2,0,0
ENSDARG00000115456,20.72,30,23,25,25,29
ENSDARG00000115457,0,0,1.42,4,4,5
ENSDARG00000115458,0,0,0,0,0,0
ENSDARG00000115463,10.88,6.92,1,14.55,0,5.72
ENSDARG00000115465,0,0,0,0,0,0
ENSDARG00000115466,0,0,0,0,0,0
ENSDARG00000115468,0,0,0,0,0,0
ENSDARG00000115473,0,0,0,0,0,0
ENSDARG00000115479,0,1.47,0,0,0,0
ENSDARG00000115482,0,0,1,0,0,0
ENSDARG00000115489,2,2,0,1,1.5,1
ENSDARG00000115492,0,0,0,0,0,0
ENSDARG00000115494,0,0,0,0,0,0
ENSDARG00000115495,0,0,0,0,0,0
ENSDARG00000115498,0,0,0,0,0,0
ENSDARG00000115501,71,114,82,113,86,96
ENSDARG00000115503,0,0,0,0,0,0
ENSDARG00000115504,29.3,48.82,25.36,56,31,32.6
ENSDARG00000115505,12,25,6,23,6,24
ENSDARG00000115506,10.59,9.59,6.41,14.25,4.21,4.66
ENSDARG00000115507,0,0,0,0,0,0
ENSDARG00000115510,0,0,0,0,0,0
ENSDARG00000115511,141,122,78,141,74,162
ENSDARG00000115512,0,0,0,0,0,0
ENSDARG00000115516,0,0,0,0,0,0
ENSDARG00000115518,0,0,0,0,0,0
ENSDARG00000115519,1.34,0,0,1.96,0,2.95
ENSDARG00000115524,0,9.02,7.63,5.08,1.82,11.66
ENSDARG00000115525,1,1,1,2,0,1
ENSDARG00000115526,0,0,0,0,0,0
ENSDARG00000115528,17,25,32,39,9,29
ENSDARG00000115531,1,4,1,1,8,3
ENSDARG00000115532,0,0,0,0,0,0
ENSDARG00000115540,19,40,25,41,28,28
ENSDARG00000115543,0,0,0,0,0,0
ENSDARG00000115545,23,36,32,39,25,43
ENSDARG00000115547,469,529,389,655,547,624
ENSDARG00000115549,23.35,23,27,43.83,22.71,38.87
ENSDARG00000115550,13,14,7,8,20,18
ENSDARG00000115551,0,0,0,0,0,0
ENSDARG00000115552,8,14,2,8,2,6
ENSDARG00000115555,0,0,0,0,0,0
ENSDARG00000115557,6023,5488,4393,6244,6716,6443
ENSDARG00000115560,0,0,0,0,0,0
ENSDARG00000115564,14.35,8.34,7.01,8.89,17,11.22
ENSDARG00000115569,0,0,0,0,0,0
ENSDARG00000115571,0,1.99,2,2.29,2.29,2.28
ENSDARG00000115573,294,306.94,235,367,329.98,347
ENSDARG00000115578,0,0,0,0,0,0
ENSDARG00000115580,0,0,0,0,0,0
ENSDARG00000115582,0,0,0,0,0,0
ENSDARG00000115584,0,0,0,0,0,0
ENSDARG00000115588,4.15,7.82,1.45,2.6,2.95,4.79
ENSDARG00000115589,0,0,0,0,0,0
ENSDARG00000115590,0,0,0,0,0,0
ENSDARG00000115593,12.11,12,6.44,8.08,6,13
ENSDARG00000115596,0,0,0,0,0,3.19
ENSDARG00000115599,0,0,0,0,0,0
ENSDARG00000115601,0,0,0,0,0,0
ENSDARG00000115603,16,41,16,24,10,26
ENSDARG00000115608,0,2,1,2,2,0
ENSDARG00000115610,678,687,540,890,696,812
ENSDARG00000115613,0,0,0,0,0,0
ENSDARG00000115614,0,0,1,2,0,1
ENSDARG00000115615,0,0,0,0,0,0
ENSDARG00000115616,0,0,0,0,0,0
ENSDARG00000115618,0,0,0,0,0,0
ENSDARG00000115623,0,0,0,0,0,0
ENSDARG00000115624,1,1.85,0,1.16,3,4.83
ENSDARG00000115627,0,0,0,0,0,0
ENSDARG00000115628,0,0,0,0,0,0
ENSDARG00000115633,0,0,0,1.87,0,0
ENSDARG00000115636,0,0,2,0,0,1
ENSDARG00000115638,0,0,0,0,0,0
ENSDARG00000115642,0,0,0,0,0,0
ENSDARG00000115644,3,3,5,5,5,3
ENSDARG00000115645,0,5.29,0,3.62,0,0
ENSDARG00000115646,25,46,24,49,28,31
ENSDARG00000115650,0,0,0,0,0,0
ENSDARG00000115651,123,164,120,176,104,165
ENSDARG00000115654,0,0,0,0,0,0
ENSDARG00000115655,4.21,11.86,7.79,14.42,10.05,13.36
ENSDARG00000115656,0,0,0,0,0,0
ENSDARG00000115657,1382,1887,1263,1963,1286,1700
ENSDARG00000115659,0,0,0,0,0,0
ENSDARG00000115660,0,0,0,0,0,0
ENSDARG00000115661,3,9,9,9,8,4
ENSDARG00000115662,0,0,0,0,0,0
ENSDARG00000115663,0,0,0,0,0,0
ENSDARG00000115670,0,0,0,0,0,0
ENSDARG00000115672,9.09,6.86,7.68,10.99,11.06,11.04
ENSDARG00000115673,0,0,0,0,0,0
ENSDARG00000115678,0,0,0,0,0,0
ENSDARG00000115680,0,0,0,0,0,0
ENSDARG00000115683,0,0.03,0,0,0,0
ENSDARG00000115685,0,0,0,0,0,0
ENSDARG00000115686,0,0,0,0,0,0
ENSDARG00000115690,0,0,0,0,0,0
ENSDARG00000115693,0,0,0,0,0,0
ENSDARG00000115701,12965.55,10436.73,10907.22,12777.98,12735.15,9398.3
ENSDARG00000115702,0,0,0,0,0,0
ENSDARG00000115703,0,0,0,0,0,0
ENSDARG00000115704,54,40,25,42,91,45
ENSDARG00000115706,0,0,0,0,0,0
ENSDARG00000115708,0,0,0,0,0,0
ENSDARG00000115712,393,449,317,512,506,443
ENSDARG00000115716,20.79,25.75,38.86,21.66,26.98,16.28
ENSDARG00000115717,560,477,332,501,608,585
ENSDARG00000115718,0,0,0,0,0,1
ENSDARG00000115719,0,0,0,0,0,0
ENSDARG00000115724,0,0,0,2.04,0,1
ENSDARG00000115725,0,0,0,0,0,0
ENSDARG00000115726,0,0,0,0,0,0
ENSDARG00000115729,0,0,0.5,0,1,0
ENSDARG00000115732,7.26,4.8,4.77,9.79,4.46,12.95
ENSDARG00000115734,0,0,0,0,0,0
ENSDARG00000115736,0,0,0,0,0,0
ENSDARG00000115737,230,320,198,351,262,291
ENSDARG00000115739,0,0,0,0,0,0
ENSDARG00000115741,4,5,4,9,1,10
ENSDARG00000115744,0.46,0,0.54,3.51,1.01,0
ENSDARG00000115750,0,0,0,0,0,0
ENSDARG00000115756,0,0,0,0,0,0
ENSDARG00000115759,0,0,0,0,0,0
ENSDARG00000115760,0,2,0,2,2,3
ENSDARG00000115762,30,33,32,66,52,39
ENSDARG00000115763,1,5,1,2,2,2
ENSDARG00000115765,0,0,0,0,0,0
ENSDARG00000115766,2,2,4,6,3,1
ENSDARG00000115768,0,0,0,0,0,0
ENSDARG00000115770,0,0,0,0,0,0
ENSDARG00000115772,0,3.88,0,2.83,0,5.68
ENSDARG00000115773,0,0,0,0,0,0
ENSDARG00000115774,0,0,0,0,0,0
ENSDARG00000115778,93,164,122,154,88,98
ENSDARG00000115781,2,8,2,4,6.19,13
ENSDARG00000115782,0,0,0,0,0,0
ENSDARG00000115784,0,0,0,0,0,0
ENSDARG00000115788,0,0,0,0,0,0
ENSDARG00000115792,0,0,0,0,0,0
ENSDARG00000115799,0,0,1.13,2,1,1
ENSDARG00000115802,0,0,0,0,0,0
ENSDARG00000115805,252,329,245,373,250,295
ENSDARG00000115806,9,17,6,12,12,14
ENSDARG00000115808,0,0,0,0,0,0
ENSDARG00000115810,0,0,0,0,0,0
ENSDARG00000115811,0,0,0,0,0,0
ENSDARG00000115815,0,0,0,0,0,0
ENSDARG00000115817,3.26,6.35,0,1,1.07,1.02
ENSDARG00000115818,0,2.22,0,2.98,0,3.34
ENSDARG00000115819,8.01,13.37,13.1,12.99,18.03,24.19
ENSDARG00000115827,0,0,0,0,0,0
ENSDARG00000115828,0,0,0,0,0,0
ENSDARG00000115830,5.21,1,1.15,2,3.19,1
ENSDARG00000115832,30,40,24,52,22,46
ENSDARG00000115833,0,0,0,0,0,0
ENSDARG00000115841,0,0,0,0,0,0
ENSDARG00000115843,76,90,55,88,76,100
ENSDARG00000115847,22.15,26.71,11.16,31.14,14.33,12.06
ENSDARG00000115851,0,0,0,0,0,0
ENSDARG00000115852,0,2,0,0,1,0
ENSDARG00000115854,0,0,0,0,0,0
ENSDARG00000115856,62,73,55,95,72,76
ENSDARG00000115857,5.85,3.56,9.17,19.56,13.07,29.72
ENSDARG00000115862,1180.91,1340.14,958.32,1483.01,1498.74,1413.96
ENSDARG00000115865,0,0,0,0,0,0
ENSDARG00000115868,58,81,70,111,78,80
ENSDARG00000115869,149,195,126,211,84,215
ENSDARG00000115870,8,16,5,15,3,9
ENSDARG00000115871,0,0,0,0,0,0
ENSDARG00000115872,0,0,0,0,0,0
ENSDARG00000115874,0,0,0,0,0,0
ENSDARG00000115875,2.4,4.5,4.8,2.4,4.57,5.56
ENSDARG00000115878,0,0,0,0,0,0
ENSDARG00000115879,0,0,0,0,0,1
ENSDARG00000115882,0,0,0,0,1,0
ENSDARG00000115884,4,3.2,3,3.74,3,4
ENSDARG00000115887,0,0,0,0,0,0
ENSDARG00000115889,0,0,0,0,0,0
ENSDARG00000115890,0,0,0,0,0,0
ENSDARG00000115891,1,0,0,1,0,0
ENSDARG00000115894,18.97,17.28,10.86,37.63,31.66,22.81
ENSDARG00000115895,0,0,0,0,0,0.25
ENSDARG00000115897,0,0,0,0,0,0
ENSDARG00000115898,0,0,0,0,0,0
ENSDARG00000115901,0,0,0,0,0,0
ENSDARG00000115902,203,203,165,261,221,234
ENSDARG00000115903,57,76,63,77,27,69
ENSDARG00000115905,0,0,0,0,0,0
ENSDARG00000115906,10.01,10.84,4.27,9.03,4.33,6.13
ENSDARG00000115914,0,0,0,0,0,0
ENSDARG00000115917,0,0,0,0,0,0
ENSDARG00000115918,0,0,0,0,0,0
ENSDARG00000115919,1,0,0,0,0,0
ENSDARG00000115923,0,0,0,0,0,0
ENSDARG00000115925,18,26,23,35,25,23
ENSDARG00000115934,0,0,0,0,0,0
ENSDARG00000115938,5,3.52,1,6.69,2,2.71
ENSDARG00000115939,8,7,7.5,7.5,4,10
ENSDARG00000115940,0,0,0,0,2,0
ENSDARG00000115941,11.48,13.68,17.58,31.67,28.36,20.92
ENSDARG00000115944,0,0,0,0,0,0
ENSDARG00000115945,0,0,0,0,0,0
ENSDARG00000115950,0,0,0,0,0,0
ENSDARG00000115951,0,0,0,0,0,0
ENSDARG00000115956,6968,7450,5072,7692,7103,8095
ENSDARG00000115962,18.99,19,10.6,8.01,25.05,21.75
ENSDARG00000115967,0,0,0,0,0,0
ENSDARG00000115970,0,0,0,0,0,0
ENSDARG00000115971,6,3,6,9,10,5
ENSDARG00000115976,0,1,0,0,0,0
ENSDARG00000115978,23127.98,19506.1,15624.09,22855.88,18690.04,23222.57
ENSDARG00000115983,0,0,0,0,0,0
ENSDARG00000115987,178,214,132,227,219,205
ENSDARG00000115988,583.23,494.92,330.79,547.01,579.54,568.8
ENSDARG00000115989,0,0,0,0,0,0
ENSDARG00000115992,0,0,0,0,0,0
ENSDARG00000115993,0,0,0,0,0,0
ENSDARG00000116002,0,0,0.17,0,0,0
ENSDARG00000116003,0,0,0,0,0,0
ENSDARG00000116004,0,0,0,0,0,0
ENSDARG00000116005,3.74,6.73,1,2.75,4.93,5.86
ENSDARG00000116007,11.66,3.51,7.92,11.09,6.88,7.97
ENSDARG00000116010,0,0,0,0,0,0
ENSDARG00000116013,0,0,0,0,0,0
ENSDARG00000116015,0,0,0,0,0,0
ENSDARG00000116021,0,0,0,0,0,0
ENSDARG00000116022,0,0,0,0,0,0
ENSDARG00000116023,0,0,4.41,6.82,6.7,10.47
ENSDARG00000116026,0,0,0,0,0,0
ENSDARG00000116029,0,0,0,0,0,0
ENSDARG00000116030,0,0,0,0,0,0
ENSDARG00000116031,0,0,0,0,0,0
ENSDARG00000116034,0,0,0,0,0,0
ENSDARG00000116036,0,0,0,0,0,0
ENSDARG00000116039,0,0,1,1,2,0
ENSDARG00000116042,41,45,45,54,61,52
ENSDARG00000116047,2,1,1,1,2,0
ENSDARG00000116050,0,0,0,0,0,0
ENSDARG00000116051,0,0,0,0,0,0
ENSDARG00000116052,131.36,127.48,93.26,148.12,142.56,142.65
ENSDARG00000116053,1.41,0,3.06,0,0,0
ENSDARG00000116056,0,0,0,0,0,0
ENSDARG00000116058,2769,2882,2194,3456,3350,3135
ENSDARG00000116059,0,0,0,0,0,0
ENSDARG00000116061,0,0,0,0,0,0
ENSDARG00000116062,31,36,22,50,13,61
ENSDARG00000116063,0,0,0,0,0,0
ENSDARG00000116065,1,1,4,2,0,2
ENSDARG00000116066,4,3,1,5,3,3
ENSDARG00000116068,0,0,0,0,0,0
ENSDARG00000116076,93420.24,84427.14,58072.84,99685.93,114822.78,89349.08
ENSDARG00000116078,0,0,0,0,0,0
ENSDARG00000116079,0,0,0,0,0,0
ENSDARG00000116086,38.67,46.36,19.79,49.94,27.06,38.54
ENSDARG00000116088,0,0,0,0,0,0
ENSDARG00000116090,0,0,0,0.08,0,0
ENSDARG00000116094,0,0,2.05,0,0,0
ENSDARG00000116095,0,0,0,0,0,0
ENSDARG00000116097,0,0,0,0,0,0
ENSDARG00000116099,0,0,0,0,0,0
ENSDARG00000116101,29,42,25,34,21,49
ENSDARG00000116108,0,0,0,0,0,0
ENSDARG00000116110,0,0,0,0,0,0
ENSDARG00000116112,0,1,0,1,0,0
ENSDARG00000116114,0,0,0,0,0,0
ENSDARG00000116116,0,0,0,0,0,0
ENSDARG00000116117,6.66,10.79,9.8,18.35,4.87,11.87
ENSDARG00000116118,64,63,44,71,77,62
ENSDARG00000116119,186,162,150,264,261,186
ENSDARG00000116121,0,0,0,0,0,0
ENSDARG00000116122,35.6,60,37.52,54.27,36.29,61.99
ENSDARG00000116123,0,0,0,0,0,0
ENSDARG00000116127,5.05,12.47,4,6,7,3
ENSDARG00000116130,0,0,0,0,0,0
ENSDARG00000116132,15.7,18.2,3.32,16.43,12,14.24
ENSDARG00000116138,0,0,0,0,0,0
ENSDARG00000116139,402,408,329,543,349,456
ENSDARG00000116144,0,0,0,0,0,0
ENSDARG00000116145,18.78,8.81,24.35,3.75,9.19,8.29
ENSDARG00000116146,0,3,2,3,1,5
ENSDARG00000116147,0,0,0,0,0,0
ENSDARG00000116148,0,0,0,0,0,0
ENSDARG00000116149,0,0,0,0,0,0
ENSDARG00000116155,0,0,0,0,0,0
ENSDARG00000116159,0,0,0,0,0,0
ENSDARG00000116160,0,0,0,0,0,0
ENSDARG00000116163,0,0,0,0,0,0
ENSDARG00000116164,19769.53,16847.08,19365.44,21788.57,20450.8,15573.88
ENSDARG00000116166,0,0,0,0,0,0
ENSDARG00000116174,0,0,0,0,0,0
ENSDARG00000116175,0,0,0,0,0,0
ENSDARG00000116177,19.17,15.32,7.77,17.79,13.37,14.17
ENSDARG00000116178,0,0,0,0,0,0
ENSDARG00000116179,13833,12507.7,8785.93,14424.61,16977.82,13539.93
ENSDARG00000116181,37.25,39,27.22,40.85,25.44,38.27
ENSDARG00000116183,0,0,0,0,0,0
ENSDARG00000116185,0,0,0,0,0,0
ENSDARG00000116187,0.8,0,0,0,0,0
ENSDARG00000116189,0,0,0,0,0,0
ENSDARG00000116192,0,0,0,0,0,0
ENSDARG00000116193,0,0,0,0,0,0
ENSDARG00000116197,34.99,51,44.58,68.32,67.29,58.32
ENSDARG00000116199,0,0,0,0,0,0
ENSDARG00000116202,0,0,0,0,0,0
ENSDARG00000116207,3,1,3,0,3,1
ENSDARG00000116210,13,15,5,25,15,17
ENSDARG00000116211,13.41,12.1,10.22,16.13,7.69,9.27
ENSDARG00000116216,8.38,26.59,20.9,41.7,15.73,20.49
ENSDARG00000116218,0,0,0,0,0,0
ENSDARG00000116221,28,18,16,29.86,19,23
ENSDARG00000116223,0,0,0,0,0,0
ENSDARG00000116224,0,0,0,0,0,0
ENSDARG00000116226,5804.89,4913.33,2683.76,6221.3,3616.89,3810.93
ENSDARG00000116227,0,0,0,0.5,0.49,0.75
ENSDARG00000116228,0,0,0,0,0,0
ENSDARG00000116231,0,0,0,0,0,0
ENSDARG00000116234,0,0,0,0,0,0
ENSDARG00000116236,0,0,0,0,0,0
ENSDARG00000116246,21.32,26.08,22.44,38.35,6.81,26.03
ENSDARG00000116247,0,0,0,0,0,0
ENSDARG00000116248,0,0,0,0,0,0
ENSDARG00000116253,0,0,0,0,0,0
ENSDARG00000116254,0,0,0,0,0,0
ENSDARG00000116255,0,0,0,0,0,0
ENSDARG00000116259,42.23,56.63,32.27,48.32,47,62.2
ENSDARG00000116261,0,0,0,0,0,0
ENSDARG00000116266,0,0,0,0,0,0
ENSDARG00000116268,0,0,0,0,0,0
ENSDARG00000116269,0,0,0,0,0,0
ENSDARG00000116271,685.55,665.99,546.06,833.14,860.06,787.83
ENSDARG00000116273,5,3.49,2,2,1,1.49
ENSDARG00000116276,0,0,0,0,0,0
ENSDARG00000116277,0,0,0,0,0,0
ENSDARG00000116279,0,0,0,0,0,0
ENSDARG00000116282,0,0,0,0,0,0
ENSDARG00000116283,1,0,0.86,0,1.07,0.72
ENSDARG00000116284,0,1,0,0,0,0
ENSDARG00000116285,0,0,0,0,0,0
ENSDARG00000116289,0,0,0,0,0,0
ENSDARG00000116290,1,1,0,0,0,0
ENSDARG00000116291,0,0,0,0,0,0
ENSDARG00000116293,0,0,0,0,0,0
ENSDARG00000116297,0,0,0,0,0,0
ENSDARG00000116298,3.6,0,0,5.25,0,0
ENSDARG00000116300,92,94,79,114,108,100
ENSDARG00000116302,11.81,7.17,13.35,24.39,14.07,15.24
ENSDARG00000116305,0,0,0,0,0,0
ENSDARG00000116306,0,0,0,0,0,0
ENSDARG00000116308,16,0,11,19,0,16
ENSDARG00000116310,0,0,0,0,0,0
ENSDARG00000116313,0,0,0,0,0,0
ENSDARG00000116324,0,0,0,0,0,0
ENSDARG00000116325,0,0,0,0,0,0
ENSDARG00000116326,0,0,0,0,0,0
ENSDARG00000116328,4.31,0,0,0,0,0
ENSDARG00000116333,0,0,0,0,0,0
ENSDARG00000116334,23,22,16,39,33,26
ENSDARG00000116336,0,0,0,0,0,0
ENSDARG00000116338,0,0,0,0,0,0
ENSDARG00000116340,0,0,0,0,0,0
ENSDARG00000116341,52,75,53,98,59,72
ENSDARG00000116342,0,0,0,0,0,0
ENSDARG00000116344,347.7,299.17,302.67,428.63,312.63,411.23
ENSDARG00000116345,0,0,0,0,0,0
ENSDARG00000116346,0,0,0,0,0,0
ENSDARG00000116352,0,0,0,0,0,0
ENSDARG00000116353,180,226,124,224,120,227
ENSDARG00000116355,0,0,0,0.5,1,0.5
ENSDARG00000116356,0,0,0,0,0,0
ENSDARG00000116358,0,0,0,0,0,0
ENSDARG00000116359,0,0,0,0,0,0
ENSDARG00000116360,0,0,0,0,0,0
ENSDARG00000116362,0,0,0,0,0,0
ENSDARG00000116363,0,0,0,0,0,0
ENSDARG00000116365,0,0,0,0,0,0
ENSDARG00000116367,18.06,17.24,11.98,16.57,21.37,6.92
ENSDARG00000116369,0,0,0,1.15,0,0
ENSDARG00000116374,22,18,24,29,23,40
ENSDARG00000116376,0,0,0,0,0,0
ENSDARG00000116378,179,159,123,186,178,155
ENSDARG00000116383,0,0,0,0,0,0
ENSDARG00000116384,1,1,1,1,1,0
ENSDARG00000116385,0,0,0,0,0,0
ENSDARG00000116389,0,0,0,0,0,1
ENSDARG00000116390,0,0,0,0,0,0
ENSDARG00000116393,7,14,12,20,9,14
ENSDARG00000116394,0,0,0,0,0,0
ENSDARG00000116396,0,0,0,0,0,0
